DT;WM_YR_WK;ID;CAT_ID;DEPT_ID;ITEM_ID;STATE_ID;STORE_ID;UNITS_SOLD;SELL_PRICE
2016-01-24;11552;FOODS_3_739_CA_4_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_4;0;1,50
2016-01-24;11552;FOODS_3_811_CA_4_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_4;5;1,88
2016-01-24;11552;HOUSEHOLD_1_110_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_1;7;3,97
2016-01-24;11552;HOUSEHOLD_1_459_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_1;24;0,96
2016-01-24;11552;FOODS_3_099_TX_1_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_1;10;2,50
2016-01-24;11552;FOODS_3_607_TX_1_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_1;10;2,48
2016-01-24;11552;FOODS_3_739_TX_1_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_1;0;1,50
2016-01-24;11552;FOODS_3_811_TX_1_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_1;9;1,88
2016-01-24;11552;HOUSEHOLD_1_110_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_2;12;3,97
2016-01-24;11552;HOUSEHOLD_1_459_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_2;54;0,96
2016-01-24;11552;FOODS_3_099_TX_2_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_2;26;2,50
2016-01-24;11552;FOODS_3_607_TX_2_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_2;6;2,48
2016-01-24;11552;FOODS_3_739_TX_2_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_2;2;1,50
2016-01-24;11552;FOODS_3_811_TX_2_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_2;56;1,88
2016-01-24;11552;HOUSEHOLD_1_110_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_3;23;3,97
2016-01-24;11552;HOUSEHOLD_1_459_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_3;0;0,96
2016-01-24;11552;FOODS_3_099_TX_3_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_3;14;2,50
2016-01-24;11552;FOODS_3_607_TX_3_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_3;10;2,48
2016-01-24;11552;FOODS_3_739_TX_3_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_3;2;1,50
2016-01-24;11552;FOODS_3_811_TX_3_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_3;10;1,88
2016-01-24;11552;HOUSEHOLD_1_110_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_1;4;3,97
2016-01-24;11552;HOUSEHOLD_1_459_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_1;14;0,97
2016-01-24;11552;FOODS_3_099_WI_1_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_1;22;2,50
2016-01-24;11552;FOODS_3_607_WI_1_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_1;7;2,48
2016-01-24;11552;FOODS_3_739_WI_1_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_1;10;1,45
2016-01-24;11552;FOODS_3_811_WI_1_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_1;7;1,88
2016-01-24;11552;HOUSEHOLD_1_110_WI_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_2;20;3,97
2016-01-24;11552;HOUSEHOLD_1_459_WI_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_2;24;0,97
2016-01-24;11552;FOODS_3_099_WI_2_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_2;7;2,50
2016-01-24;11552;FOODS_3_607_WI_2_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_2;7;2,48
2016-01-24;11552;FOODS_3_739_WI_2_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_2;9;1,45
2016-01-24;11552;FOODS_3_811_WI_2_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_2;13;1,88
2016-01-24;11552;HOUSEHOLD_1_110_WI_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_3;7;3,97
2016-01-24;11552;HOUSEHOLD_1_459_WI_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_3;8;0,97
2016-01-24;11552;FOODS_3_099_WI_3_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_3;9;2,50
2016-01-24;11552;FOODS_3_607_WI_3_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_3;13;2,48
2016-01-24;11552;FOODS_3_739_WI_3_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_3;6;1,45
2016-01-24;11552;FOODS_3_811_WI_3_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_3;16;1,88
2016-01-25;11552;HOUSEHOLD_1_110_CA_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_1;18;3,97
2016-01-25;11552;HOUSEHOLD_1_459_CA_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_1;0;0,97
2016-01-25;11552;FOODS_3_099_CA_1_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_1;20;2,50
2016-01-25;11552;FOODS_3_607_CA_1_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_1;9;2,48
2016-01-25;11552;FOODS_3_739_CA_1_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_1;9;1,50
2016-01-25;11552;FOODS_3_811_CA_1_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_1;5;1,88
2016-01-25;11552;HOUSEHOLD_1_110_CA_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_2;6;3,97
2016-01-25;11552;HOUSEHOLD_1_459_CA_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_2;0;0,97
2016-01-25;11552;FOODS_3_099_CA_2_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_2;13;2,50
2016-01-25;11552;FOODS_3_607_CA_2_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_2;5;2,48
2016-01-25;11552;FOODS_3_739_CA_2_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_2;20;1,50
2016-01-25;11552;FOODS_3_811_CA_2_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_2;3;1,88
2016-01-25;11552;HOUSEHOLD_1_110_CA_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_3;20;3,97
2016-01-25;11552;HOUSEHOLD_1_459_CA_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_3;21;0,97
2016-01-25;11552;FOODS_3_099_CA_3_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_3;15;2,50
2016-01-25;11552;FOODS_3_607_CA_3_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_3;13;2,48
2016-01-25;11552;FOODS_3_739_CA_3_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_3;57;1,50
2016-01-25;11552;FOODS_3_811_CA_3_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_3;12;1,88
2016-01-25;11552;HOUSEHOLD_1_110_CA_4_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_4;4;3,97
2016-01-25;11552;HOUSEHOLD_1_459_CA_4_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_4;4;0,97
2016-01-25;11552;FOODS_3_099_CA_4_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_4;6;2,50
2016-01-25;11552;FOODS_3_607_CA_4_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_4;5;2,48
2016-01-25;11552;FOODS_3_739_CA_4_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_4;15;1,50
2016-01-25;11552;FOODS_3_811_CA_4_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_4;2;1,88
2016-01-25;11552;HOUSEHOLD_1_110_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_1;12;3,97
2016-01-25;11552;HOUSEHOLD_1_459_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_1;7;0,96
2016-01-25;11552;FOODS_3_099_TX_1_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_1;5;2,50
2016-01-25;11552;FOODS_3_607_TX_1_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_1;8;2,48
2016-01-25;11552;FOODS_3_739_TX_1_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_1;0;1,50
2016-01-25;11552;FOODS_3_811_TX_1_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_1;9;1,88
2016-01-25;11552;HOUSEHOLD_1_110_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_2;9;3,97
2016-01-25;11552;HOUSEHOLD_1_459_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_2;23;0,96
2016-01-25;11552;FOODS_3_099_TX_2_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_2;23;2,50
2016-01-25;11552;FOODS_3_607_TX_2_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_2;17;2,48
2016-01-25;11552;FOODS_3_739_TX_2_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_2;0;1,50
2016-01-25;11552;FOODS_3_811_TX_2_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_2;36;1,88
2016-01-25;11552;HOUSEHOLD_1_110_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_3;5;3,97
2016-01-25;11552;HOUSEHOLD_1_459_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_3;0;0,96
2016-01-25;11552;FOODS_3_099_TX_3_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_3;9;2,50
2016-01-25;11552;FOODS_3_607_TX_3_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_3;8;2,48
2016-01-25;11552;FOODS_3_739_TX_3_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_3;5;1,50
2016-01-25;11552;FOODS_3_811_TX_3_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_3;8;1,88
2016-01-25;11552;HOUSEHOLD_1_110_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_1;0;3,97
2016-01-25;11552;HOUSEHOLD_1_459_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_1;6;0,97
2016-01-25;11552;FOODS_3_099_WI_1_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_1;12;2,50
2016-01-25;11552;FOODS_3_607_WI_1_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_1;3;2,48
2016-01-25;11552;FOODS_3_739_WI_1_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_1;4;1,45
2016-01-25;11552;FOODS_3_811_WI_1_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_1;2;1,88
2016-01-25;11552;HOUSEHOLD_1_110_WI_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_2;30;3,97
2016-01-25;11552;HOUSEHOLD_1_459_WI_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_2;15;0,97
2016-01-25;11552;FOODS_3_099_WI_2_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_2;6;2,50
2016-01-25;11552;FOODS_3_607_WI_2_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_2;1;2,48
2016-01-25;11552;FOODS_3_739_WI_2_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_2;8;1,45
2016-01-25;11552;FOODS_3_811_WI_2_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_2;9;1,88
2016-01-25;11552;HOUSEHOLD_1_110_WI_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_3;12;3,97
2016-01-25;11552;HOUSEHOLD_1_459_WI_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_3;10;0,97
2016-01-25;11552;FOODS_3_099_WI_3_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_3;13;2,50
2016-01-25;11552;FOODS_3_607_WI_3_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_3;3;2,48
2016-01-25;11552;FOODS_3_739_WI_3_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_3;3;1,45
2016-01-25;11552;FOODS_3_811_WI_3_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_3;13;1,88
2016-01-26;11552;HOUSEHOLD_1_110_CA_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_1;4;3,97
2016-01-26;11552;HOUSEHOLD_1_459_CA_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_1;4;0,97
2016-01-26;11552;FOODS_3_099_CA_1_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_1;13;2,50
2016-01-26;11552;FOODS_3_607_CA_1_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_1;7;2,48
2016-01-26;11552;FOODS_3_739_CA_1_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_1;3;1,50
2016-01-26;11552;FOODS_3_811_CA_1_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_1;2;1,88
2016-01-26;11552;HOUSEHOLD_1_110_CA_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_2;3;3,97
2016-01-26;11552;HOUSEHOLD_1_459_CA_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_2;0;0,97
2016-01-26;11552;FOODS_3_099_CA_2_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_2;4;2,50
2016-01-26;11552;FOODS_3_607_CA_2_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_2;3;2,48
2016-01-26;11552;FOODS_3_739_CA_2_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_2;23;1,50
2016-01-26;11552;FOODS_3_811_CA_2_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_2;4;1,88
2016-01-26;11552;HOUSEHOLD_1_110_CA_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_3;19;3,97
2016-01-26;11552;HOUSEHOLD_1_459_CA_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_3;13;0,97
2016-01-26;11552;FOODS_3_099_CA_3_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_3;14;2,50
2016-01-26;11552;FOODS_3_607_CA_3_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_3;11;2,48
2016-01-26;11552;FOODS_3_739_CA_3_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_3;29;1,50
2016-01-26;11552;FOODS_3_811_CA_3_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_3;5;1,88
2016-01-26;11552;HOUSEHOLD_1_110_CA_4_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_4;3;3,97
2016-01-26;11552;HOUSEHOLD_1_459_CA_4_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_4;0;0,97
2016-01-26;11552;FOODS_3_099_CA_4_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_4;7;2,50
2016-01-26;11552;FOODS_3_607_CA_4_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_4;5;2,48
2016-01-26;11552;FOODS_3_739_CA_4_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_4;23;1,50
2016-01-26;11552;FOODS_3_811_CA_4_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_4;1;1,88
2016-01-26;11552;HOUSEHOLD_1_110_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_1;8;3,97
2016-01-26;11552;HOUSEHOLD_1_459_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_1;10;0,96
2016-01-26;11552;FOODS_3_099_TX_1_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_1;6;2,50
2016-01-26;11552;FOODS_3_607_TX_1_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_1;12;2,48
2016-01-26;11552;FOODS_3_739_TX_1_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_1;0;1,50
2016-01-26;11552;FOODS_3_811_TX_1_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_1;8;1,88
2016-01-26;11552;HOUSEHOLD_1_110_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_2;5;3,97
2016-01-26;11552;HOUSEHOLD_1_459_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_2;12;0,96
2016-01-26;11552;FOODS_3_099_TX_2_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_2;20;2,50
2016-01-26;11552;FOODS_3_607_TX_2_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_2;11;2,48
2016-01-26;11552;FOODS_3_739_TX_2_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_2;6;1,50
2016-01-26;11552;FOODS_3_811_TX_2_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_2;27;1,88
2016-01-26;11552;HOUSEHOLD_1_110_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_3;8;3,97
2016-01-26;11552;HOUSEHOLD_1_459_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_3;0;0,96
2016-01-26;11552;FOODS_3_099_TX_3_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_3;11;2,50
2016-01-26;11552;FOODS_3_607_TX_3_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_3;3;2,48
2016-01-26;11552;FOODS_3_739_TX_3_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_3;4;1,50
2016-01-26;11552;FOODS_3_811_TX_3_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_3;2;1,88
2016-01-26;11552;HOUSEHOLD_1_110_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_1;1;3,97
2016-01-26;11552;HOUSEHOLD_1_459_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_1;5;0,97
2016-01-26;11552;FOODS_3_099_WI_1_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_1;8;2,50
2016-01-26;11552;FOODS_3_607_WI_1_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_1;1;2,48
2016-01-26;11552;FOODS_3_739_WI_1_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_1;3;1,45
2016-01-26;11552;FOODS_3_811_WI_1_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_1;5;1,88
2016-01-26;11552;HOUSEHOLD_1_110_WI_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_2;28;3,97
2016-01-26;11552;HOUSEHOLD_1_459_WI_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_2;15;0,97
2016-01-26;11552;FOODS_3_099_WI_2_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_2;7;2,50
2016-01-26;11552;FOODS_3_607_WI_2_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_2;0;2,48
2016-01-26;11552;FOODS_3_739_WI_2_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_2;6;1,45
2016-01-26;11552;FOODS_3_811_WI_2_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_2;16;1,88
2016-01-26;11552;HOUSEHOLD_1_110_WI_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_3;7;3,97
2016-01-26;11552;HOUSEHOLD_1_459_WI_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_3;8;0,97
2016-01-26;11552;FOODS_3_099_WI_3_validation;FOODS;FOODS_3;FOODS_3_099;WI;WI_3;8;2,50
2016-01-26;11552;FOODS_3_607_WI_3_validation;FOODS;FOODS_3;FOODS_3_607;WI;WI_3;4;2,48
2016-01-26;11552;FOODS_3_739_WI_3_validation;FOODS;FOODS_3;FOODS_3_739;WI;WI_3;4;1,45
2016-01-26;11552;FOODS_3_811_WI_3_validation;FOODS;FOODS_3;FOODS_3_811;WI;WI_3;18;1,88
2016-01-27;11552;HOUSEHOLD_1_110_CA_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_1;6;3,97
2016-01-27;11552;HOUSEHOLD_1_459_CA_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_1;6;0,97
2016-01-27;11552;FOODS_3_099_CA_1_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_1;16;2,50
2016-01-27;11552;FOODS_3_607_CA_1_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_1;6;2,48
2016-01-27;11552;FOODS_3_739_CA_1_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_1;3;1,50
2016-01-27;11552;FOODS_3_811_CA_1_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_1;1;1,88
2016-01-27;11552;HOUSEHOLD_1_110_CA_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_2;7;3,97
2016-01-27;11552;HOUSEHOLD_1_459_CA_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_2;9;0,97
2016-01-27;11552;FOODS_3_099_CA_2_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_2;5;2,50
2016-01-27;11552;FOODS_3_607_CA_2_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_2;3;2,48
2016-01-27;11552;FOODS_3_739_CA_2_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_2;15;1,50
2016-01-27;11552;FOODS_3_811_CA_2_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_2;2;1,88
2016-01-27;11552;HOUSEHOLD_1_110_CA_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_3;15;3,97
2016-01-27;11552;HOUSEHOLD_1_459_CA_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_3;22;0,97
2016-01-27;11552;FOODS_3_099_CA_3_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_3;16;2,50
2016-01-27;11552;FOODS_3_607_CA_3_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_3;0;2,48
2016-01-27;11552;FOODS_3_739_CA_3_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_3;32;1,50
2016-01-27;11552;FOODS_3_811_CA_3_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_3;16;1,88
2016-01-27;11552;HOUSEHOLD_1_110_CA_4_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;CA;CA_4;4;3,97
2016-01-27;11552;HOUSEHOLD_1_459_CA_4_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;CA;CA_4;0;0,97
2016-01-27;11552;FOODS_3_099_CA_4_validation;FOODS;FOODS_3;FOODS_3_099;CA;CA_4;3;2,50
2016-01-27;11552;FOODS_3_607_CA_4_validation;FOODS;FOODS_3;FOODS_3_607;CA;CA_4;4;2,48
2016-01-27;11552;FOODS_3_739_CA_4_validation;FOODS;FOODS_3;FOODS_3_739;CA;CA_4;16;1,50
2016-01-27;11552;FOODS_3_811_CA_4_validation;FOODS;FOODS_3;FOODS_3_811;CA;CA_4;1;1,88
2016-01-27;11552;HOUSEHOLD_1_110_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_1;7;3,97
2016-01-27;11552;HOUSEHOLD_1_459_TX_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_1;6;0,96
2016-01-27;11552;FOODS_3_099_TX_1_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_1;8;2,50
2016-01-27;11552;FOODS_3_607_TX_1_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_1;5;2,48
2016-01-27;11552;FOODS_3_739_TX_1_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_1;4;1,50
2016-01-27;11552;FOODS_3_811_TX_1_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_1;4;1,88
2016-01-27;11552;HOUSEHOLD_1_110_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_2;7;3,97
2016-01-27;11552;HOUSEHOLD_1_459_TX_2_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_2;15;0,96
2016-01-27;11552;FOODS_3_099_TX_2_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_2;22;2,50
2016-01-27;11552;FOODS_3_607_TX_2_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_2;8;2,48
2016-01-27;11552;FOODS_3_739_TX_2_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_2;4;1,50
2016-01-27;11552;FOODS_3_811_TX_2_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_2;28;1,88
2016-01-27;11552;HOUSEHOLD_1_110_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;TX;TX_3;7;3,97
2016-01-27;11552;HOUSEHOLD_1_459_TX_3_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;TX;TX_3;0;0,96
2016-01-27;11552;FOODS_3_099_TX_3_validation;FOODS;FOODS_3;FOODS_3_099;TX;TX_3;11;2,50
2016-01-27;11552;FOODS_3_607_TX_3_validation;FOODS;FOODS_3;FOODS_3_607;TX;TX_3;7;2,48
2016-01-27;11552;FOODS_3_739_TX_3_validation;FOODS;FOODS_3;FOODS_3_739;TX;TX_3;2;1,50
2016-01-27;11552;FOODS_3_811_TX_3_validation;FOODS;FOODS_3;FOODS_3_811;TX;TX_3;2;1,88
2016-01-27;11552;HOUSEHOLD_1_110_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_110;WI;WI_1;2;3,97
2016-01-27;11552;HOUSEHOLD_1_459_WI_1_validation;HOUSEHOLD;HOUSEHOLD_1;HOUSEHOLD_1_459;WI;WI_1;5;0,97
